"filename", "language", "PHP", "Markdown", "JavaScript", "SCSS", "CSS", "XML", "JSON", "comment", "blank", "total"
"c:\wamp64\www\role_and_permissions\resources\views\backend\errors\401.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\backend\errors\402.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\backend\errors\403.blade.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 7, 48
"c:\wamp64\www\role_and_permissions\resources\views\backend\errors\404.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\backend\errors\419.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\backend\errors\429.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\backend\errors\500.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\backend\errors\503.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\backend\errors\layout.blade.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 8, 54
"c:\wamp64\www\role_and_permissions\resources\views\backend\errors\minimal.blade.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\wamp64\www\role_and_permissions\resources\views\backend\filemanager\filemanager.blade.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 6, 34
"c:\wamp64\www\role_and_permissions\resources\views\backend\language\create.blade.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 3, 34
"c:\wamp64\www\role_and_permissions\resources\views\backend\language\edit.blade.php", "PHP", 32, 0, 0, 0, 0, 0, 0, 0, 3, 35
"c:\wamp64\www\role_and_permissions\resources\views\backend\language\index.blade.php", "PHP", 56, 0, 0, 0, 0, 0, 0, 0, 9, 65
"c:\wamp64\www\role_and_permissions\resources\views\backend\layouts\app.blade.php", "PHP", 133, 0, 0, 0, 0, 0, 0, 1, 21, 155
"c:\wamp64\www\role_and_permissions\resources\views\backend\layouts\sidebar.blade.php", "PHP", 197, 0, 0, 0, 0, 0, 0, 0, 32, 229
"c:\wamp64\www\role_and_permissions\resources\views\backend\menu\create.blade.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 0, 8, 52
"c:\wamp64\www\role_and_permissions\resources\views\backend\menu\edit.blade.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 9, 55
"c:\wamp64\www\role_and_permissions\resources\views\backend\menu\index.blade.php", "PHP", 45, 0, 0, 0, 0, 0, 0, 0, 11, 56
"c:\wamp64\www\role_and_permissions\resources\views\backend\menu\menu.blade.php", "PHP", 132, 0, 0, 0, 0, 0, 0, 5, 25, 162
"c:\wamp64\www\role_and_permissions\resources\views\backend\module\Access.blade.php", "PHP", 92, 0, 0, 0, 0, 0, 0, 4, 9, 105
"c:\wamp64\www\role_and_permissions\resources\views\backend\module\addpermission.blade.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 8, 39
"c:\wamp64\www\role_and_permissions\resources\views\backend\module\create.blade.php", "PHP", 48, 0, 0, 0, 0, 0, 0, 0, 9, 57
"c:\wamp64\www\role_and_permissions\resources\views\backend\module\edit.blade.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 11, 49
"c:\wamp64\www\role_and_permissions\resources\views\backend\module\index.blade.php", "PHP", 228, 0, 0, 0, 0, 0, 0, 3, 26, 257
"c:\wamp64\www\role_and_permissions\resources\views\backend\module\mvc.blade.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\wamp64\www\role_and_permissions\resources\views\backend\module\recycle.blade.php", "PHP", 68, 0, 0, 0, 0, 0, 0, 0, 8, 76
"c:\wamp64\www\role_and_permissions\resources\views\backend\module\show.blade.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\wamp64\www\role_and_permissions\resources\views\backend\newsCategory\create.blade.php", "PHP", 67, 0, 0, 0, 0, 0, 0, 0, 7, 74
"c:\wamp64\www\role_and_permissions\resources\views\backend\newsCategory\edit.blade.php", "PHP", 56, 0, 0, 0, 0, 0, 0, 0, 9, 65
"c:\wamp64\www\role_and_permissions\resources\views\backend\newsCategory\index.blade.php", "PHP", 47, 0, 0, 0, 0, 0, 0, 0, 11, 58
"c:\wamp64\www\role_and_permissions\resources\views\backend\newsCategory\show.blade.php", "PHP", 33, 0, 0, 0, 0, 0, 0, 0, 4, 37
"c:\wamp64\www\role_and_permissions\resources\views\backend\news\create.blade.php", "PHP", 111, 0, 0, 0, 0, 0, 0, 0, 13, 124
"c:\wamp64\www\role_and_permissions\resources\views\backend\news\edit.blade.php", "PHP", 113, 0, 0, 0, 0, 0, 0, 0, 12, 125
"c:\wamp64\www\role_and_permissions\resources\views\backend\news\index.blade.php", "PHP", 104, 0, 0, 0, 0, 0, 0, 0, 18, 122
"c:\wamp64\www\role_and_permissions\resources\views\backend\news\show.blade.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\wamp64\www\role_and_permissions\resources\views\backend\pages\create.blade.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 8, 51
"c:\wamp64\www\role_and_permissions\resources\views\backend\pages\edit.blade.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 0, 10, 54
"c:\wamp64\www\role_and_permissions\resources\views\backend\pages\index.blade.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 10, 53
"c:\wamp64\www\role_and_permissions\resources\views\backend\pages\show.blade.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\wamp64\www\role_and_permissions\resources\views\backend\products\create.blade.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 7, 50
"c:\wamp64\www\role_and_permissions\resources\views\backend\products\edit.blade.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 0, 7, 51
"c:\wamp64\www\role_and_permissions\resources\views\backend\products\index.blade.php", "PHP", 49, 0, 0, 0, 0, 0, 0, 0, 9, 58
"c:\wamp64\www\role_and_permissions\resources\views\backend\products\show.blade.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\wamp64\www\role_and_permissions\resources\views\backend\roles\create.blade.php", "PHP", 48, 0, 0, 0, 0, 0, 0, 0, 6, 54
"c:\wamp64\www\role_and_permissions\resources\views\backend\roles\edit.blade.php", "PHP", 163, 0, 0, 0, 0, 0, 0, 4, 23, 190
"c:\wamp64\www\role_and_permissions\resources\views\backend\roles\index.blade.php", "PHP", 47, 0, 0, 0, 0, 0, 0, 0, 9, 56
"c:\wamp64\www\role_and_permissions\resources\views\backend\roles\show.blade.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 3, 34
"c:\wamp64\www\role_and_permissions\resources\views\backend\users\create.blade.php", "PHP", 91, 0, 0, 0, 0, 0, 0, 0, 6, 97
"c:\wamp64\www\role_and_permissions\resources\views\backend\users\edit.blade.php", "PHP", 92, 0, 0, 0, 0, 0, 0, 0, 6, 98
"c:\wamp64\www\role_and_permissions\resources\views\backend\users\index.blade.php", "PHP", 51, 0, 0, 0, 0, 0, 0, 0, 7, 58
"c:\wamp64\www\role_and_permissions\resources\views\backend\users\show.blade.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 3, 40
"c:\wamp64\www\role_and_permissions\resources\views\blogsite\NewsSiteCategories.blade.php", "PHP", 88, 0, 0, 0, 0, 0, 0, 0, 12, 100
"c:\wamp64\www\role_and_permissions\resources\views\blogsite\about.blade.php", "PHP", 60, 0, 0, 0, 0, 0, 0, 0, 12, 72
"c:\wamp64\www\role_and_permissions\resources\views\blogsite\blogcategories.blade.php", "PHP", 89, 0, 0, 0, 0, 0, 0, 6, 6, 101
"c:\wamp64\www\role_and_permissions\resources\views\blogsite\blogsite.blade.php", "PHP", 129, 0, 0, 0, 0, 0, 0, 6, 9, 144
"c:\wamp64\www\role_and_permissions\resources\views\blogsite\blogsitecateg.blade.php", "PHP", 36, 0, 0, 0, 0, 0, 0, 0, 3, 39
"c:\wamp64\www\role_and_permissions\resources\views\blogsite\contactus.blade.php", "PHP", 58, 0, 0, 0, 0, 0, 0, 0, 9, 67
"c:\wamp64\www\role_and_permissions\resources\views\blogsite\readmore.blade.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 3, 38
"c:\wamp64\www\role_and_permissions\resources\views\blogsite\readmorenews.blade.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 3, 38
"c:\wamp64\www\role_and_permissions\resources\views\components\component-name.blade.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\wamp64\www\role_and_permissions\resources\views\errors\401.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\errors\402.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\errors\403.blade.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 7, 48
"c:\wamp64\www\role_and_permissions\resources\views\errors\404.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\errors\419.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\errors\429.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\errors\500.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\errors\503.blade.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\wamp64\www\role_and_permissions\resources\views\errors\layout.blade.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 8, 54
"c:\wamp64\www\role_and_permissions\resources\views\errors\minimal.blade.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\wamp64\www\role_and_permissions\resources\views\frontend\blogsite\NewsSiteCategories.blade.php", "PHP", 88, 0, 0, 0, 0, 0, 0, 0, 12, 100
"c:\wamp64\www\role_and_permissions\resources\views\frontend\blogsite\about.blade.php", "PHP", 60, 0, 0, 0, 0, 0, 0, 0, 12, 72
"c:\wamp64\www\role_and_permissions\resources\views\frontend\blogsite\blogcategories.blade.php", "PHP", 89, 0, 0, 0, 0, 0, 0, 6, 6, 101
"c:\wamp64\www\role_and_permissions\resources\views\frontend\blogsite\blogsite.blade.php", "PHP", 129, 0, 0, 0, 0, 0, 0, 6, 9, 144
"c:\wamp64\www\role_and_permissions\resources\views\frontend\blogsite\blogsitecateg.blade.php", "PHP", 36, 0, 0, 0, 0, 0, 0, 0, 3, 39
"c:\wamp64\www\role_and_permissions\resources\views\frontend\blogsite\contactus.blade.php", "PHP", 58, 0, 0, 0, 0, 0, 0, 0, 9, 67
"c:\wamp64\www\role_and_permissions\resources\views\frontend\blogsite\readmore.blade.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 3, 38
"c:\wamp64\www\role_and_permissions\resources\views\frontend\blogsite\readmorenews.blade.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 3, 38
"c:\wamp64\www\role_and_permissions\resources\views\frontend\front.blade.php", "PHP", 544, 0, 0, 0, 0, 0, 0, 3, 33, 580
"c:\wamp64\www\role_and_permissions\resources\views\frontend\readmore.blade.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 3, 38
"c:\wamp64\www\role_and_permissions\resources\views\home.blade.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 8, 29
"c:\wamp64\www\role_and_permissions\resources\views\layout2\app2.blade.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 6, 23
"c:\wamp64\www\role_and_permissions\resources\views\layout2\blogsitefooter.blade.php", "PHP", 58, 0, 0, 0, 0, 0, 0, 0, 11, 69
"c:\wamp64\www\role_and_permissions\resources\views\layout2\blogsiteheader.blade.php", "PHP", 99, 0, 0, 0, 0, 0, 0, 0, 4, 103
"c:\wamp64\www\role_and_permissions\resources\views\layout2\blogsiteheader2.blade.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 0, 4, 33
"c:\wamp64\www\role_and_permissions\resources\views\vendor\pagination\bootstrap-4.blade.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 4, 47
"c:\wamp64\www\role_and_permissions\resources\views\vendor\pagination\bootstrap-5.blade.php", "PHP", 82, 0, 0, 0, 0, 0, 0, 0, 7, 89
"c:\wamp64\www\role_and_permissions\resources\views\vendor\pagination\default.blade.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 4, 47
"c:\wamp64\www\role_and_permissions\resources\views\vendor\pagination\semantic-ui.blade.php", "PHP", 33, 0, 0, 0, 0, 0, 0, 0, 4, 37
"c:\wamp64\www\role_and_permissions\resources\views\vendor\pagination\simple-bootstrap-4.blade.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 2, 28
"c:\wamp64\www\role_and_permissions\resources\views\vendor\pagination\simple-bootstrap-5.blade.php", "PHP", 28, 0, 0, 0, 0, 0, 0, 0, 2, 30
"c:\wamp64\www\role_and_permissions\resources\views\vendor\pagination\simple-default.blade.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\wamp64\www\role_and_permissions\resources\views\vendor\pagination\simple-tailwind.blade.php", "PHP", 24, 0, 0, 0, 0, 0, 0, 0, 2, 26
"c:\wamp64\www\role_and_permissions\resources\views\vendor\pagination\tailwind.blade.php", "PHP", 100, 0, 0, 0, 0, 0, 0, 0, 7, 107
"c:\wamp64\www\role_and_permissions\resources\views\welcome.blade.php", "PHP", 155, 0, 0, 0, 0, 0, 0, 0, 22, 177
"c:\wamp64\www\role_and_permissions\routes\console.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\wamp64\www\role_and_permissions\routes\web.php", "PHP", 81, 0, 0, 0, 0, 0, 0, 5, 30, 116
"c:\wamp64\www\role_and_permissions\tailwind.config.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 1, 2, 21
"c:\wamp64\www\role_and_permissions\tests\Feature\ExampleTest.php", "PHP", 11, 0, 0, 0, 0, 0, 0, 4, 5, 20
"c:\wamp64\www\role_and_permissions\tests\TestCase.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 1, 4, 11
"c:\wamp64\www\role_and_permissions\tests\Unit\ExampleTest.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 3, 4, 17
"c:\wamp64\www\role_and_permissions\vite.config.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 2, 16
"Total", "-", 13353, 45, 35671, 7, 4920, 3407, 11850, 4653, 4155, 78061
